"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.086244290E-1,3.376871049E-1,4.307080805E-2,9.844670296E0,9.850554345E0
8.110542200E-1,3.400799036E-1,5.024927482E-2,9.849455833E0,9.855453290E0
8.134840120E-1,3.305086195E-1,5.503492057E-2,9.859027863E0,9.864719722E0
8.159138040E-1,3.161516786E-1,3.589234129E-2,9.849455833E0,9.854593871E0
8.183435430E-1,3.305086195E-1,3.110669367E-2,9.859027863E0,9.864615247E0
8.207733350E-1,3.305086195E-1,5.503492057E-2,9.847063065E0,9.852761836E0
8.232031270E-1,3.376871049E-1,5.264209956E-2,9.856635094E0,9.862558448E0
8.256329180E-1,3.257229924E-1,4.307080805E-2,9.851848602E0,9.857325776E0
8.280627100E-1,3.305086195E-1,4.067798331E-2,9.847063065E0,9.852692101E0
8.304924500E-1,3.305086195E-1,5.264209956E-2,9.849455833E0,9.855140149E0
8.329222410E-1,3.329014480E-1,4.067798331E-2,9.851848602E0,9.857555425E0
8.353520330E-1,3.233301640E-1,3.828516230E-2,9.854242325E0,9.859619665E0
8.377818250E-1,3.257229924E-1,4.067798331E-2,9.847063065E0,9.852532728E0
8.402116160E-1,3.305086195E-1,4.067798331E-2,9.839884758E0,9.845517899E0
8.426413560E-1,3.305086195E-1,5.264209956E-2,9.844670296E0,9.850357373E0
8.450711480E-1,3.257229924E-1,4.307080805E-2,9.842277527E0,9.847760023E0
8.475009390E-1,3.233301640E-1,4.307080805E-2,9.849455833E0,9.854855539E0
8.499307310E-1,3.305086195E-1,4.307080805E-2,9.854242325E0,9.859877425E0
8.523604700E-1,3.352942765E-1,3.110669367E-2,9.851848602E0,9.857601674E0
8.547902620E-1,3.257229924E-1,5.024927482E-2,9.832706451E0,9.838228327E0
8.572200540E-1,3.352942765E-1,4.546362907E-2,9.837491989E0,9.843309293E0
8.596498450E-1,3.352942765E-1,3.589234129E-2,9.847063065E0,9.852835202E0
8.620796370E-1,3.185445070E-1,5.024927482E-2,9.849455833E0,9.854733675E0
8.645093770E-1,3.137588799E-1,4.067798331E-2,9.847063065E0,9.852144453E0
8.669391680E-1,3.281157911E-1,3.110669367E-2,9.842277527E0,9.847794398E0
8.693689600E-1,3.209373355E-1,4.307080805E-2,9.849455833E0,9.854777323E0
8.717987520E-1,3.233301640E-1,4.067798331E-2,9.839884758E0,9.845279536E0
8.742284910E-1,3.352942765E-1,2.392822690E-2,9.844670296E0,9.850407506E0
8.766582830E-1,3.352942765E-1,4.307080805E-2,9.842277527E0,9.848081248E0
8.790880750E-1,3.305086195E-1,5.024927482E-2,9.844670296E0,9.850344876E0
8.815178660E-1,3.352942765E-1,4.785645381E-2,9.837491989E0,9.843320635E0
8.839476580E-1,3.352942765E-1,4.785645381E-2,9.842277527E0,9.848103341E0
8.863773980E-1,3.424727321E-1,5.264209956E-2,9.844670296E0,9.850766061E0
8.888071890E-1,3.448655605E-1,5.024927482E-2,9.847063065E0,9.853228316E0
8.912369810E-1,3.329014480E-1,3.828516230E-2,9.839884758E0,9.845588920E0
8.936667730E-1,3.424727321E-1,5.742774159E-2,9.844670296E0,9.850792798E0
8.960965640E-1,3.209373355E-1,5.024927482E-2,9.849455833E0,9.854811311E0
8.985263040E-1,3.352942765E-1,4.067798331E-2,9.863813400E0,9.869594305E0
9.009560950E-1,3.305086195E-1,5.503492057E-2,9.847063065E0,9.852761836E0
9.033858870E-1,3.137588799E-1,4.785645381E-2,9.835099220E0,9.840219080E0
9.058156790E-1,3.209373355E-1,3.828516230E-2,9.837491989E0,9.842800169E0
9.082454180E-1,3.209373355E-1,4.546362907E-2,9.844670296E0,9.850005124E0
9.106752100E-1,3.233301640E-1,3.828516230E-2,9.844670296E0,9.850052862E0
9.131050020E-1,3.376871049E-1,3.110669367E-2,9.842277527E0,9.848117948E0
9.155347930E-1,3.161516786E-1,2.871387079E-2,9.839884758E0,9.845004237E0
9.179645850E-1,3.257229924E-1,4.307080805E-2,9.830313683E0,9.835802848E0
9.203943250E-1,3.209373355E-1,3.349951655E-2,9.827920914E0,9.833216792E0
9.228241160E-1,3.233301640E-1,4.546362907E-2,9.832706451E0,9.838126117E0
9.252539080E-1,3.305086195E-1,4.307080805E-2,9.839884758E0,9.845528076E0
9.276837000E-1,3.329014480E-1,5.024927482E-2,9.825528145E0,9.831294507E0
9.301134390E-1,3.305086195E-1,5.264209956E-2,9.837491989E0,9.843183214E0
9.325432310E-1,3.281157911E-1,5.503492057E-2,9.854242325E0,9.859857028E0
9.349730230E-1,3.329014480E-1,3.828516230E-2,9.861420631E0,9.867112343E0
9.374028140E-1,3.329014480E-1,2.632104978E-2,9.863813400E0,9.869464573E0
9.398326060E-1,3.376871049E-1,4.546362907E-2,9.856635094E0,9.862522745E0
9.422623450E-1,3.472583890E-1,4.067798331E-2,9.847063065E0,9.853268193E0
9.446921370E-1,3.472583890E-1,5.024927482E-2,9.849455833E0,9.855703607E0
9.471219290E-1,3.376871049E-1,3.828516230E-2,9.851848602E0,9.857708619E0
9.495517200E-1,3.305086195E-1,3.349951655E-2,9.859027863E0,9.864623082E0
9.519814600E-1,3.281157911E-1,4.307080805E-2,9.847063065E0,9.852622294E0
9.544112520E-1,3.424727321E-1,4.307080805E-2,9.856635094E0,9.862677022E0
9.568410430E-1,3.496512175E-1,5.024927482E-2,9.859027863E0,9.865354092E0
9.592708350E-1,3.400799036E-1,3.349951655E-2,9.847063065E0,9.852990792E0
9.617006270E-1,3.305086195E-1,3.828516230E-2,9.849455833E0,9.855073917E0
9.641303660E-1,3.281157911E-1,4.546362907E-2,9.856635094E0,9.862199668E0
9.665601580E-1,3.281157911E-1,4.546362907E-2,9.847063065E0,9.852633045E0
9.689899500E-1,3.161516786E-1,5.503492057E-2,9.839884758E0,9.845116189E0
9.714197410E-1,3.305086195E-1,4.067798331E-2,9.844670296E0,9.850300700E0
9.738495330E-1,3.233301640E-1,4.067798331E-2,9.854242325E0,9.859629247E0
9.762792730E-1,3.281157911E-1,6.221338734E-2,9.842277527E0,9.847941785E0
9.787090640E-1,3.257229924E-1,5.742774159E-2,9.839884758E0,9.845441862E0
9.811388560E-1,3.352942765E-1,4.307080805E-2,9.849455833E0,9.855255327E0
9.835686480E-1,3.329014480E-1,3.828516230E-2,9.847063065E0,9.852763071E0
9.859983870E-1,3.209373355E-1,5.264209956E-2,9.851848602E0,9.857215268E0
9.884281790E-1,3.161516786E-1,3.349951655E-2,9.842277527E0,9.847410879E0
9.908579700E-1,3.329014480E-1,4.785645381E-2,9.837491989E0,9.843239419E0
9.932877620E-1,3.281157911E-1,3.589234129E-2,9.844670296E0,9.850202103E0
9.957175020E-1,3.329014480E-1,5.503492057E-2,9.854242325E0,9.860017445E0
9.981472930E-1,3.257229924E-1,5.264209956E-2,9.849455833E0,9.854980815E0
1.000577085E0,3.472583890E-1,5.742774159E-2,9.839884758E0,9.846177857E0
1.003006877E0,3.424727321E-1,4.067798331E-2,9.849455833E0,9.855491996E0
1.005436668E0,3.329014480E-1,4.067798331E-2,9.844670296E0,9.850381277E0
1.007866408E0,3.065803945E-1,3.589234129E-2,9.832706451E0,9.837550303E0
1.010296200E0,3.161516786E-1,3.110669367E-2,9.844670296E0,9.849794553E0
1.012725991E0,3.161516786E-1,5.264209956E-2,9.861420631E0,9.866627587E0
1.015155783E0,3.257229924E-1,5.264209956E-2,9.870991707E0,9.876504642E0
1.017585523E0,3.233301640E-1,5.503492057E-2,9.863813400E0,9.869264716E0
1.020015314E0,3.281157911E-1,2.632104978E-2,9.844670296E0,9.850171877E0
1.022445106E0,3.329014480E-1,2.871387079E-2,9.847063065E0,9.852730528E0
1.024874898E0,3.209373355E-1,3.110669367E-2,9.839884758E0,9.845166350E0
1.027304689E0,3.281157911E-1,4.546362907E-2,9.839884758E0,9.845458799E0
1.029734429E0,3.305086195E-1,3.589234129E-2,9.849455833E0,9.855064912E0
1.032164220E0,3.305086195E-1,2.392822690E-2,9.849455833E0,9.855028601E0
1.034594012E0,3.352942765E-1,2.392822690E-2,9.849455833E0,9.855190258E0
1.037023804E0,3.496512175E-1,2.153540403E-2,9.859027863E0,9.865249624E0
1.039453543E0,3.448655605E-1,2.153540403E-2,9.861420631E0,9.867472468E0
1.041883335E0,3.329014480E-1,2.392822690E-2,9.851848602E0,9.857500536E0
1.044313127E0,3.257229924E-1,3.589234129E-2,9.856635094E0,9.862080871E0
1.046742918E0,3.281157911E-1,5.024927482E-2,9.847063065E0,9.852656290E0
1.049172710E0,3.305086195E-1,3.828516230E-2,9.856635094E0,9.862249088E0
1.051602450E0,3.281157911E-1,5.264209956E-2,9.854242325E0,9.859843962E0
1.054032241E0,3.209373355E-1,5.264209956E-2,9.866206169E0,9.871565030E0
1.056462033E0,3.352942765E-1,4.546362907E-2,9.856635094E0,9.862441106E0
1.058891825E0,3.233301640E-1,4.785645381E-2,9.844670296E0,9.850094714E0
1.061321564E0,3.305086195E-1,5.024927482E-2,9.847063065E0,9.852736266E0
1.063751356E0,3.257229924E-1,5.503492057E-2,9.835099220E0,9.840645354E0
1.066181148E0,3.185445070E-1,5.503492057E-2,9.835099220E0,9.840410363E0
1.068610939E0,3.233301640E-1,4.785645381E-2,9.832706451E0,9.838137466E0
1.071040731E0,3.376871049E-1,5.024927482E-2,9.844670296E0,9.850588348E0
1.073470470E0,3.305086195E-1,3.589234129E-2,9.835099220E0,9.840716482E0
1.075900262E0,3.329014480E-1,3.828516230E-2,9.835099220E0,9.840806156E0
1.078330054E0,3.352942765E-1,5.024927482E-2,9.844670296E0,9.850506610E0
1.080759845E0,3.305086195E-1,4.067798331E-2,9.844670296E0,9.850300700E0
1.083189585E0,3.329014480E-1,3.828516230E-2,9.844670296E0,9.850371686E0
1.085619377E0,3.281157911E-1,4.785645381E-2,9.842277527E0,9.847861551E0
1.088049168E0,3.233301640E-1,5.742774159E-2,9.847063065E0,9.852537305E0
1.090478960E0,3.400799036E-1,5.024927482E-2,9.839884758E0,9.845888044E0
1.092908700E0,3.329014480E-1,5.264209956E-2,9.847063065E0,9.852829318E0
1.095338491E0,3.305086195E-1,4.307080805E-2,9.839884758E0,9.845528076E0
1.097768283E0,3.281157911E-1,5.982056633E-2,9.847063065E0,9.852709753E0
1.100198075E0,3.185445070E-1,5.982056633E-2,9.842277527E0,9.847612707E0
1.102627866E0,3.329014480E-1,4.546362907E-2,9.837491989E0,9.843228076E0
1.105057606E0,3.233301640E-1,4.307080805E-2,9.839884758E0,9.845289713E0
1.107487398E0,3.137588799E-1,4.067798331E-2,9.837491989E0,9.842578319E0
1.109917189E0,3.089732230E-1,3.589234129E-2,9.835099220E0,9.840016737E0
1.112346981E0,3.161516786E-1,4.785645381E-2,9.837491989E0,9.842687172E0
1.114776720E0,3.352942765E-1,5.503492057E-2,9.851848602E0,9.857706223E0
1.117206512E0,3.352942765E-1,3.828516230E-2,9.851848602E0,9.857626940E0
1.119636304E0,3.305086195E-1,5.982056633E-2,9.856635094E0,9.862356200E0
1.122066095E0,3.472583890E-1,5.742774159E-2,9.861420631E0,9.867699996E0
1.124495835E0,3.376871049E-1,6.699903309E-2,9.854242325E0,9.860254218E0
1.126925627E0,3.209373355E-1,4.785645381E-2,9.856635094E0,9.861974771E0
1.129355418E0,3.257229924E-1,6.460621208E-2,9.851848602E0,9.857443396E0
1.131785210E0,3.376871049E-1,5.264209956E-2,9.861420631E0,9.867341113E0
1.134214950E0,3.113660514E-1,4.307080805E-2,9.844670296E0,9.849687160E0
1.136644741E0,3.209373355E-1,3.110669367E-2,9.839884758E0,9.845166350E0
1.139074533E0,3.161516786E-1,4.307080805E-2,9.842277527E0,9.847448090E0
1.141504325E0,3.209373355E-1,5.982056633E-2,9.839884758E0,9.845298945E0
1.143934116E0,3.305086195E-1,5.024927482E-2,9.849455833E0,9.855127658E0
1.146363856E0,3.305086195E-1,3.589234129E-2,9.847063065E0,9.852673505E0
1.148793648E0,3.233301640E-1,5.024927482E-2,9.851848602E0,9.857280977E0
1.151223439E0,3.089732230E-1,5.264209956E-2,9.851848602E0,9.856832987E0
1.153653231E0,3.089732230E-1,5.024927482E-2,9.851848602E0,9.856820498E0
1.156082970E0,3.305086195E-1,3.589234129E-2,9.861420631E0,9.867022909E0
1.158512762E0,3.209373355E-1,5.264209956E-2,9.854242325E0,9.859607688E0
1.160942554E0,3.305086195E-1,4.307080805E-2,9.847063065E0,9.852702271E0
1.163372345E0,3.257229924E-1,3.828516230E-2,9.844670296E0,9.850131697E0
1.165802137E0,3.257229924E-1,3.828516230E-2,9.854242325E0,9.859698424E0
1.168231877E0,3.281157911E-1,4.546362907E-2,9.854242325E0,9.859808249E0
1.170661668E0,3.305086195E-1,5.503492057E-2,9.839884758E0,9.845587684E0
1.173091460E0,3.281157911E-1,4.785645381E-2,9.849455833E0,9.855035790E0
1.175521252E0,3.352942765E-1,4.546362907E-2,9.859027863E0,9.864832466E0
1.177950991E0,3.352942765E-1,3.828516230E-2,9.851848602E0,9.857626940E0
1.180380783E0,3.305086195E-1,5.264209956E-2,9.849455833E0,9.855140149E0
1.182810575E0,3.161516786E-1,4.067798331E-2,9.844670296E0,9.849829431E0
1.185240366E0,3.185445070E-1,4.067798331E-2,9.854242325E0,9.859473470E0
1.187670106E0,3.281157911E-1,6.221338734E-2,9.861420631E0,9.867073900E0
1.190099898E0,3.305086195E-1,5.024927482E-2,9.854242325E0,9.859911396E0
1.192529689E0,3.305086195E-1,4.307080805E-2,9.842277527E0,9.847919474E0
1.194959481E0,3.281157911E-1,5.742774159E-2,9.837491989E0,9.843129917E0
1.197389220E0,3.329014480E-1,4.307080805E-2,9.847063065E0,9.852782829E0
1.199819012E0,3.424727321E-1,4.546362907E-2,9.842277527E0,9.848339019E0
1.202248804E0,3.352942765E-1,5.503492057E-2,9.847063065E0,9.852923530E0
1.204678595E0,3.376871049E-1,5.024927482E-2,9.839884758E0,9.845805687E0
1.207108387E0,3.281157911E-1,5.264209956E-2,9.835099220E0,9.840711755E0
1.209538127E0,3.017947674E-1,4.785645381E-2,9.837491989E0,9.842236482E0
1.211967918E0,3.113660514E-1,4.546362907E-2,9.839884758E0,9.844914820E0
1.214397710E0,3.257229924E-1,4.067798331E-2,9.839884758E0,9.845358410E0
1.216827502E0,3.065803945E-1,4.546362907E-2,9.835099220E0,9.839981461E0
1.219257241E0,3.209373355E-1,5.264209956E-2,9.844670296E0,9.850040873E0
1.221687033E0,3.185445070E-1,5.982056633E-2,9.844670296E0,9.850004179E0
1.224116825E0,3.209373355E-1,5.503492057E-2,9.842277527E0,9.847662491E0
1.226546616E0,3.281157911E-1,6.460621208E-2,9.842277527E0,9.847957192E0
1.228976356E0,3.233301640E-1,3.828516230E-2,9.847063065E0,9.852444323E0
1.231406148E0,3.257229924E-1,3.589234129E-2,9.859027863E0,9.864472319E0
1.233835939E0,3.257229924E-1,3.828516230E-2,9.859027863E0,9.864481315E0
1.236265731E0,3.257229924E-1,4.546362907E-2,9.851848602E0,9.857336521E0
1.238695470E0,3.209373355E-1,5.264209956E-2,9.849455833E0,9.854823803E0
1.241125262E0,3.305086195E-1,5.024927482E-2,9.839884758E0,9.845562096E0
1.243555054E0,3.233301640E-1,4.785645381E-2,9.849455833E0,9.854877617E0
1.245984845E0,3.257229924E-1,3.828516230E-2,9.856635094E0,9.862089869E0
1.248414637E0,3.233301640E-1,2.632104978E-2,9.856635094E0,9.861971941E0
1.250844377E0,3.424727321E-1,2.153540403E-2,9.849455833E0,9.855431577E0
1.253274168E0,3.281157911E-1,4.067798331E-2,9.844670296E0,9.850220703E0
1.255703960E0,3.305086195E-1,4.546362907E-2,9.837491989E0,9.843147440E0
1.258133752E0,3.305086195E-1,3.828516230E-2,9.839884758E0,9.845508303E0
1.260563491E0,3.424727321E-1,2.871387079E-2,9.842277527E0,9.848275939E0
1.262993283E0,3.352942765E-1,3.589234129E-2,9.842277527E0,9.848052469E0
1.265423075E0,3.472583890E-1,5.742774159E-2,9.839884758E0,9.846177857E0
1.267852866E0,3.257229924E-1,4.307080805E-2,9.844670296E0,9.850151460E0
1.270282658E0,3.257229924E-1,5.264209956E-2,9.842277527E0,9.847806536E0
1.272712398E0,3.281157911E-1,3.589234129E-2,9.844670296E0,9.850202103E0
1.275142189E0,3.233301640E-1,3.349951655E-2,9.837491989E0,9.842861030E0
1.277571981E0,3.185445070E-1,5.742774159E-2,9.844670296E0,9.849989938E0
1.280001720E0,3.424727321E-1,6.699903309E-2,9.854242325E0,9.860419273E0
1.282431512E0,3.472583890E-1,6.939185411E-2,9.851848602E0,9.858211019E0
1.284861304E0,3.281157911E-1,4.785645381E-2,9.854242325E0,9.859819573E0
1.287291095E0,3.352942765E-1,6.699903309E-2,9.851848602E0,9.857780278E0
1.289720887E0,3.329014480E-1,4.785645381E-2,9.859027863E0,9.864762745E0
1.292150627E0,3.233301640E-1,5.024927482E-2,9.856635094E0,9.862064832E0
1.294580418E0,3.233301640E-1,5.264209956E-2,9.854242325E0,9.859685866E0
1.297010210E0,3.233301640E-1,6.939185411E-2,9.856635094E0,9.862180945E0
1.299440002E0,3.185445070E-1,5.264209956E-2,9.866206169E0,9.871487525E0
1.301869741E0,3.257229924E-1,4.067798331E-2,9.851848602E0,9.857315611E0
1.304299533E0,3.281157911E-1,3.828516230E-2,9.851848602E0,9.857385384E0
1.306729325E0,3.257229924E-1,4.067798331E-2,9.839884758E0,9.845358410E0
1.309159116E0,3.137588799E-1,6.460621208E-2,9.847063065E0,9.852272306E0
1.311588856E0,3.305086195E-1,5.264209956E-2,9.837491989E0,9.843183214E0
1.314018648E0,3.400799036E-1,5.264209956E-2,9.842277527E0,9.848291854E0
1.316448439E0,3.448655605E-1,3.828516230E-2,9.844670296E0,9.850783281E0
1.318878231E0,3.281157911E-1,4.307080805E-2,9.849455833E0,9.855013713E0
1.321307970E0,3.233301640E-1,5.024927482E-2,9.859027863E0,9.864456284E0
1.323737762E0,3.424727321E-1,4.067798331E-2,9.849455833E0,9.855491996E0
1.326167554E0,3.281157911E-1,4.785645381E-2,9.847063065E0,9.852644377E0
1.328597345E0,3.400799036E-1,5.264209956E-2,9.854242325E0,9.860249354E0
1.331027085E0,3.424727321E-1,4.785645381E-2,9.851848602E0,9.857915535E0
1.333456877E0,3.352942765E-1,5.264209956E-2,9.842277527E0,9.848127759E0
1.335886668E0,3.352942765E-1,5.264209956E-2,9.851848602E0,9.857693154E0
1.338316460E0,3.329014480E-1,5.264209956E-2,9.847063065E0,9.852829318E0
1.340746200E0,3.257229924E-1,5.503492057E-2,9.847063065E0,9.852602464E0
1.343175991E0,3.161516786E-1,5.742774159E-2,9.844670296E0,9.849912845E0
1.345605783E0,3.113660514E-1,4.067798331E-2,9.844670296E0,9.849676987E0
1.348035575E0,3.233301640E-1,5.503492057E-2,9.849455833E0,9.854915091E0
1.350465366E0,3.400799036E-1,4.785645381E-2,9.839884758E0,9.845876123E0
1.352895106E0,3.376871049E-1,3.828516230E-2,9.849455833E0,9.855317273E0
1.355324898E0,3.185445070E-1,5.503492057E-2,9.847063065E0,9.852367758E0
1.357754689E0,3.113660514E-1,5.024927482E-2,9.851848602E0,9.856895794E0
1.360184481E0,3.161516786E-1,2.392822690E-2,9.839884758E0,9.844991442E0
1.362614220E0,3.400799036E-1,3.828516230E-2,9.847063065E0,9.853008226E0
1.365044012E0,3.281157911E-1,5.503492057E-2,9.854242325E0,9.859857028E0
1.367473804E0,3.352942765E-1,5.742774159E-2,9.863813400E0,9.869677553E0
1.369903595E0,3.376871049E-1,4.785645381E-2,9.844670296E0,9.850576432E0
1.372333335E0,3.113660514E-1,3.110669367E-2,9.842277527E0,9.847250548E0
1.374763127E0,3.137588799E-1,5.024927482E-2,9.835099220E0,9.840231008E0
1.377192918E0,3.137588799E-1,4.546362907E-2,9.851848602E0,9.856948435E0
1.379622710E0,3.281157911E-1,3.828516230E-2,9.851848602E0,9.857385384E0
1.382052450E0,3.305086195E-1,4.067798331E-2,9.851848602E0,9.857474906E0
1.384482241E0,3.305086195E-1,4.067798331E-2,9.839884758E0,9.845517899E0
1.386912033E0,3.209373355E-1,4.067798331E-2,9.839884758E0,9.845201243E0
1.389341825E0,3.472583890E-1,4.307080805E-2,9.842277527E0,9.848495844E0
1.391771564E0,3.376871049E-1,5.264209956E-2,9.849455833E0,9.855383503E0
1.394201356E0,3.400799036E-1,4.546362907E-2,9.839884758E0,9.845864783E0
1.396631148E0,3.376871049E-1,5.024927482E-2,9.847063065E0,9.852979680E0
1.399060939E0,3.089732230E-1,4.067798331E-2,9.849455833E0,9.854384779E0
1.401490679E0,3.089732230E-1,3.589234129E-2,9.847063065E0,9.851974610E0
1.403920470E0,3.209373355E-1,3.110669367E-2,9.844670296E0,9.849949321E0
1.406350262E0,3.233301640E-1,5.264209956E-2,9.839884758E0,9.845336238E0
1.408780054E0,3.161516786E-1,3.589234129E-2,9.842277527E0,9.847419310E0
1.411209793E0,3.376871049E-1,3.110669367E-2,9.837491989E0,9.843335250E0
1.413639585E0,3.352942765E-1,2.392822690E-2,9.844670296E0,9.850407506E0
1.416069377E0,3.424727321E-1,4.067798331E-2,9.839884758E0,9.845926788E0
1.418499168E0,3.472583890E-1,5.264209956E-2,9.835099220E0,9.841368617E0
1.420928908E0,3.376871049E-1,4.546362907E-2,9.844670296E0,9.850565098E0
1.423358700E0,3.352942765E-1,4.785645381E-2,9.842277527E0,9.848103341E0
1.425788491E0,3.281157911E-1,5.503492057E-2,9.854242325E0,9.859857028E0
1.428218283E0,3.257229924E-1,4.307080805E-2,9.854242325E0,9.859718168E0
1.430648023E0,3.233301640E-1,3.349951655E-2,9.847063065E0,9.852426889E0
1.433077814E0,3.376871049E-1,3.589234129E-2,9.837491989E0,9.843351537E0
1.435507606E0,3.257229924E-1,2.871387079E-2,9.839884758E0,9.845316247E0
1.437937398E0,3.209373355E-1,5.024927482E-2,9.839884758E0,9.845245442E0
1.440367137E0,3.281157911E-1,6.221338734E-2,9.847063065E0,9.852724571E0
1.442796929E0,3.281157911E-1,7.178468257E-2,9.837491989E0,9.843224149E0
1.445226720E0,3.329014480E-1,6.460621208E-2,9.849455833E0,9.855291855E0
1.447656460E0,3.329014480E-1,5.264209956E-2,9.844670296E0,9.850437949E0
1.450086252E0,3.233301640E-1,5.503492057E-2,9.832706451E0,9.838175003E0
1.452516043E0,3.376871049E-1,4.067798331E-2,9.847063065E0,9.852935516E0
1.454945835E0,3.352942765E-1,3.589234129E-2,9.844670296E0,9.850443835E0
1.457375627E0,3.305086195E-1,4.067798331E-2,9.856635094E0,9.862258667E0
1.459805366E0,3.352942765E-1,2.871387079E-2,9.863813400E0,9.869552246E0
1.462235158E0,3.257229924E-1,4.546362907E-2,9.851848602E0,9.857336521E0
1.464664950E0,3.352942765E-1,5.264209956E-2,9.839884758E0,9.845736412E0
1.467094741E0,3.305086195E-1,6.460621208E-2,9.847063065E0,9.852819947E0
1.469524481E0,3.448655605E-1,4.785645381E-2,9.842277527E0,9.848433856E0
1.471954273E0,3.424727321E-1,4.307080805E-2,9.844670296E0,9.850719562E0
1.474384064E0,3.329014480E-1,4.067798331E-2,9.849455833E0,9.855164042E0
1.476813856E0,3.257229924E-1,4.785645381E-2,9.849455833E0,9.854956414E0
1.479243595E0,3.185445070E-1,6.221338734E-2,9.839884758E0,9.845236064E0
1.481673387E0,3.281157911E-1,3.589234129E-2,9.844670296E0,9.850202103E0
1.484103179E0,3.352942765E-1,3.589234129E-2,9.856635094E0,9.862401629E0
1.486532970E0,3.352942765E-1,4.307080805E-2,9.849455833E0,9.855255327E0
1.488962710E0,3.616153300E-1,4.067798331E-2,9.851848602E0,9.858566895E0
1.491392502E0,3.424727321E-1,3.349951655E-2,9.854242325E0,9.860248556E0
1.493822293E0,3.305086195E-1,2.392822690E-2,9.837491989E0,9.843071530E0
1.496252085E0,3.472583890E-1,3.589234129E-2,9.837491989E0,9.843684538E0
1.498681825E0,3.329014480E-1,4.307080805E-2,9.835099220E0,9.840825938E0
1.501111616E0,3.329014480E-1,6.699903309E-2,9.842277527E0,9.848133791E0
1.503541408E0,3.376871049E-1,6.699903309E-2,9.844670296E0,9.850688031E0
1.505971200E0,3.257229924E-1,5.742774159E-2,9.844670296E0,9.850224700E0
1.508400939E0,3.137588799E-1,5.264209956E-2,9.851848602E0,9.856984159E0
1.510830731E0,3.257229924E-1,5.742774159E-2,9.854242325E0,9.859791337E0
1.513260523E0,3.257229924E-1,3.828516230E-2,9.847063065E0,9.852523140E0
1.515690314E0,3.209373355E-1,2.392822690E-2,9.849455833E0,9.854712251E0
1.518120054E0,3.376871049E-1,5.264209956E-2,9.842277527E0,9.848209517E0
1.520549845E0,3.161516786E-1,5.742774159E-2,9.851848602E0,9.857087334E0
1.522979637E0,3.113660514E-1,4.546362907E-2,9.837491989E0,9.842523274E0
1.525409429E0,3.137588799E-1,5.742774159E-2,9.842277527E0,9.847444821E0
1.527839168E0,3.209373355E-1,3.349951655E-2,9.832706451E0,9.837999754E0
1.530268960E0,3.185445070E-1,4.307080805E-2,9.825528145E0,9.830784761E0
1.532698752E0,3.185445070E-1,5.742774159E-2,9.839884758E0,9.845206986E0
